layer,pair_id,language,pc1,pc2
1,138,English,3.6158463954925537,-1.006719708442688
1,138,French,-1.2904459238052368,-1.3448768854141235
1,139,English,3.296370267868042,2.583163261413574
1,139,French,-5.294152736663818,2.9252593517303467
1,140,English,3.5091166496276855,-1.5095082521438599
1,140,French,-4.109226703643799,-3.042710781097412
1,141,English,3.1625289916992188,1.5341569185256958
1,141,French,-3.974341869354248,2.635406255722046
1,142,English,3.292933940887451,1.535497784614563
1,142,French,-3.0216448307037354,1.9350301027297974
1,143,English,3.443364143371582,2.39491868019104
1,143,French,-4.87580680847168,3.4938645362854004
1,144,English,3.607116937637329,0.48295602202415466
1,144,French,-4.222793102264404,0.742117166519165
1,145,English,2.951643228530884,1.957585096359253
1,145,French,-3.8282196521759033,3.4185686111450195
1,146,English,3.3017330169677734,1.5403670072555542
1,146,French,-5.384923458099365,2.0763683319091797
1,147,English,3.587857723236084,-2.985543727874756
1,147,French,-1.7054572105407715,-3.56854510307312
1,148,English,2.749846935272217,1.5533268451690674
1,148,French,-2.518737316131592,2.7430412769317627
1,149,English,3.4401190280914307,-3.4231622219085693
1,149,French,-4.438934326171875,-4.897427558898926
1,150,English,1.348360300064087,-4.386132717132568
1,150,French,-2.0614044666290283,-1.448391318321228
1,151,English,3.515648365020752,0.07779809832572937
1,151,French,-3.424778699874878,0.8920294046401978
1,152,English,3.301621198654175,-1.2038389444351196
1,152,French,-4.0002617835998535,-1.307477355003357
1,153,English,3.146333694458008,1.284122109413147
1,153,French,-5.799491882324219,1.3022255897521973
1,154,English,2.933234214782715,2.0479283332824707
1,154,French,-2.8634467124938965,2.5967800617218018
1,155,English,2.998781681060791,2.7586827278137207
1,155,French,-3.500746250152588,3.6191964149475098
1,156,English,3.2386598587036133,2.2236526012420654
1,156,French,-3.0022776126861572,3.586482524871826
1,157,English,3.6326074600219727,-0.8652242422103882
1,157,French,-4.796128273010254,-3.3970754146575928
1,158,English,3.3334085941314697,-1.8223010301589966
1,158,French,-4.432488918304443,-2.042800188064575
1,159,English,3.5393195152282715,-2.2714474201202393
1,159,French,-6.627280235290527,-8.821733474731445
1,160,English,3.312598705291748,2.026735544204712
1,160,French,-3.636509418487549,3.3859663009643555
